"","X","Site","origin_date","time","date","daily_Ta","daily_Fsd","daily_Fld","daily_GPP","dateD","DOY","year","month","day","DAS","GDD","Rh","PAR","fPAR","moisture_stress","esat","eact","vapor_stress","heat_stress","APAR","LUE","LUEmax","biomass","NDVI_vals","LAI_vals","SAVI_vals","Lat","Dlength","GPP_pred","Crop","GCVI","blue","green","red","nir","swir1","swir2","sensor"
"255",23,"USA_Ne2","2008_05_12","2008-05-12","2008-05-12",15.265,335.279,297.208,0.711728,"2008-05-12",133,2008,5,12,0,NA,58.5284970352747,13.904690688,0.0665761033385992,0.350966197407207,1.73465949688243,1.01527013220494,1,0.860386885523485,0.925720124135546,0.768837126301672,2.54609893044763,3.73523349043998,0.18104701936245,0.0724367155879736,0.147531990706921,41.1649,14.3886208298555,0.373523349043998,"Soy",-0.207829150200845,0.156359624,0.163689844,0.198482492,0.275111756,0.39077715,0.268136723,"Ls7"
"256",24,"USA_Ne2","2008_06_13","2008-06-13","2008-06-13",20.722,365.285,309.975,0.774722,"2008-06-13",165,2008,6,13,30,286.881,57.6650738275935,15.14909952,0.111387984919101,0.706603490436194,2.44485285784708,1.40982620545355,1,0.986479130605844,1.68742766887172,0.459114197480245,0.658653558517593,24.254979133606,0.216696885377169,0.127692008465529,0.162421213239431,41.1649,15.11303483606,2.4254979133606,"Soy",-0.139086970919372,0.129169742,0.134393148,0.165878808,0.247587056,0.387075708,0.271944352,"Ls7"
"257",25,"USA_Ne2","2008_06_29","2008-06-29","2008-06-29",21.102,342.09,325.11,5.83282,"2008-06-29",181,2008,6,29,46,470.442,57.0820195991138,14.18715648,0.217374619950652,0.986313429054655,2.50262994166838,1.42855171379643,1,0.990530016602903,3.08392774802043,1.89136078293147,1.93593955215245,59.937439365387,0.30101401746273,0.305522562265396,0.218690546900034,41.1649,15.1131001912143,5.9937439365387,"Soy",-0.051050188239501,0.11988236,0.122042148,0.139557748,0.25026847,0.359669043,0.23962597,"Ls7"
"258",26,"USA_Ne2","2008_07_15","2008-07-15","2008-07-15",25.454,313.609,389.684,7.0173,"2008-07-15",197,2008,7,15,62,684.751,54.6992020885529,13.005992448,0.412058096346855,0.651811630339934,3.25445958932531,1.78016342765534,1,0.98217369784566,5.35922448922445,1.30938720968106,2.04530315952374,69.1394175720215,0.455893473625183,0.808470322489738,0.324209944009781,41.1649,14.8570673462416,6.91394175720215,"Soy",0.197915768070922,0.104851041,0.1004358,0.1025214,0.265624355,0.28178536,0.162763572,"Ls7"
"259",27,"USA_Ne2","2008_08_16","2008-08-16","2008-08-16",19.945,301.487,339.093,16.9362,"2008-08-16",229,2008,8,16,94,1117.479,65.4526912721442,12.503268864,0.865143035537004,1,2.33033206901972,1.52526505475125,1,0.976106613525375,10.8171159791363,1.56568534835589,1.60401059337273,230.957318878174,0.816342908143997,4.65570246219635,0.621949660778046,41.1649,13.7959558014451,23.0957318878174,"Soy",1.58260618371338,0.07347641,0.056348015,0.0359286,0.3546568,0.153992114,0.055718448,"Ls7"
"260",28,"USA_Ne2","2008_09_01","2008-09-01","2008-09-01",24.625,268.789,380.151,7.8279,"2008-09-01",245,2008,9,1,110,1293.252,56.3499582718559,11.147217408,0.814932717708945,0.792772350789652,3.09770442999552,1.74555515368791,1,0.992380150330021,9.08423217719391,0.861701886005518,1.09529342233806,134.233155059814,0.776398343443871,3.82005221366882,0.590606382191181,41.1649,13.1188487896108,13.4233155059814,"Soy",1.13916312986451,0.078475906,0.063176199,0.040850048,0.321912966,0.139860331,0.046753088,"Ls7"
"261",29,"USA_Ne2","2008_09_17","2008-09-17","2008-09-17",18.42,252.799,332.037,3.27043,"2008-09-17",261,2008,9,17,126,1378.522,66.8740708465525,10.484080128,0.753660862876177,0.999594183763428,2.11912947289374,1.41714814503314,1,0.948016017477684,7.90144087573146,0.413902989522433,0.436776403176894,163.842704162598,0.727653828859329,2.79940598011017,0.539084220826626,41.1649,12.4040089430477,16.3842704162598,"Soy",0.836996371635647,0.06537616,0.062169839,0.043116229,0.2699066,0.1313179,0.05087101,"Ls7"
"262",30,"USA_Ne2","2008_10_03","2008-10-03","2008-10-03",15.557,208.461,319.469,0.00281213,"2008-10-03",277,2008,10,3,142,1503.057,59.5558601484389,8.645294592,0.150861714827269,0.778075403273959,1.76747010583673,1.05263202439759,1,0.870051904183115,1.30424396733604,0.00215613801591421,0.00318500199391774,18.3614442741871,0.248100011795759,0.163571300283074,0.150799760222435,41.1649,11.6778401478945,1.83614442741871,"Soy",-0.149104482750927,0.074233876,0.064307594,0.074807148,0.119093088,0.167192632362137,0.10128051725,"Ls7"
"263",31,"USA_Ne2","2008_10_19","2008-10-19","2008-10-19",16.278,173.321,326.469,0.0153267,"2008-10-19",293,2008,10,19,158,1566.756,72.3599955361238,7.187968512,0.0447695119233429,0,1.85082594791699,1.33925757329415,1,0.892602450946358,0.321801842002597,0.0476277572080408,Inf,0,0.163698895722628,0.0315571105713025,0.114111814945936,41.1649,10.9638480789177,0,"Soy",-0.250317275716075,0.081298425,0.077346244,0.092693792,0.12331484,0.193795312,0.127861905,"Ls7"
"264",32,"USA_Ne2","2008_11_04","2008-11-04","2008-11-04",18.167,126.079,340.472,0.0551184,"2008-11-04",309,2008,11,4,0,NA,60.6075714599774,5.228748288,-0.0350182827258855,0.458142707571042,2.08576173655019,1.26412953496452,1,0.94241185853431,-0.183101785851674,-0.301026009897304,-0.697208224663713,0.286950229555368,0.100224118754268,0.00136037011165172,0.061700489660725,41.1649,10.2953733353128,0.0286950229555368,"Soy",-0.0837593533428978,0.073161976,0.061276639,0.0650589,0.12461697,0.11700607,0.07350043,"Ls7"
"265",33,"USA_Ne2","2008_11_04","2008-11-04","2008-11-04",18.167,126.079,340.472,0.0551184,"2008-11-04",309,2008,11,4,0,NA,60.6075714599774,5.228748288,-0.0350182827258855,0.458142707571042,2.08576173655019,1.26412953496452,1,0.94241185853431,-0.183101785851674,-0.301026009897304,-0.697208224663713,0.286950229555368,0.100224118754268,0.00136037011165172,0.061700489660725,41.1649,10.2953733353128,0.0286950229555368,"Soy",0.0799615903924631,0.0627779399549332,0.0543493051835709,0.0626748616171722,0.0828340688017769,0.139102946727119,0.0957066257424927,"Ls7"
"266",1,"USA_Ne3","2001_05_09","2001-05-09","2001-05-09",20.126,290.752,343.922,3.40014,"2001-05-09",129,2001,5,9,24,102.819,81.7367649066922,12.058066944,0.0784618729977309,0.360550079259945,2.35658161030316,1.92619357064784,1,0.978768528205517,0.946098517158266,3.5938540631189,10.1839168759852,13.799825129509,0.190502683371305,0.0625181770324707,0.11329659037292,41.1651,14.24734262792,1.3799825129509,"Maize",-0.233527204580391,0.104858,0.097546752,0.113717825,0.15987687,0.290225084,0.23709404,"Ls7"
"267",2,"USA_Ne3","2001_06_10","2001-06-10","2001-06-10",24.432,310.978,377.959,3.60835,"2001-06-10",161,2001,6,10,56,328.628,84.701738338747,12.896879616,0.184606408332884,0.273339747663682,3.06216989416739,2.59371113124555,1,0.994116344622645,2.38084662461135,1.51557431826967,5.57746988517247,27.7327904224396,0.274945432245731,0.225929683148861,0.17830859169364,41.1651,15.0716060111584,2.77327904224396,"Maize",-0.135222926350143,0.111641783,0.106868352,0.118549568,0.19871686,0.318686096,0.241153852,"Ls7"
"268",3,"USA_Ne3","2001_07_28","2001-07-28","2001-07-28",26.125,251.029,398.808,21.7762,"2001-07-28",209,2001,7,28,104,1029.101,84.6589846743376,10.410674688,0.446579185270667,1.92868449502438,3.38635835501129,2.86685660078715,1,0.970451676786306,4.64919062028499,4.6838690384059,2.50247437893601,288.938821187833,0.483356551527977,1.32212348207599,0.402907330542803,41.1651,14.5261340723776,28.8938821187833,"Maize",0.370168329058993,0.160793888,0.1446105,0.132144339,0.381650198,0.216568319,0.118587108,"Ls7"
"269",4,"USA_Ne3","2001_08_29","2001-08-29","2001-08-29",25.701,264.754,379.367,15.7295,"2001-08-29",241,2001,8,29,136,1494.96,72.5267119454136,10.979877888,0.768354916781783,1,3.30248198770323,2.39518159827069,1,0.978232723219079,8.43644316090838,1.86447057130488,1.90595808855121,293.682947387695,0.739343609213829,2.83589609980583,0.525119843780994,41.1651,13.2929367188634,29.3682947387695,"Maize",0.917426320558132,0.073607808,0.061500894,0.042682034,0.279613561,0.119123566,0.042492748,"Ls7"
"270",5,"USA_Ne3","2001_09_30","2001-09-30","2001-09-30",16.556,209.079,322.633,4.39997,"2001-09-30",273,2001,9,30,168,1756.646,79.9922791146381,8.670924288,0.39633756534636,1,1.88387433660459,1.50695401750578,1,0.900788105775139,3.43661302160854,1.28032163421779,1.42133496880053,123.881436233521,0.44338708460331,0.674202131927013,0.261946197599173,41.1651,11.8592250236842,12.3881436233521,"Maize",0.605408867813527,0.066581881,0.0569186,0.05397572,0.13710196,0.112288091,0.055072172,"Ls7"
"271",6,"USA_Ne3","2001_10_16","2001-10-16","2001-10-16",5.76,187.567,239.383,0.268702,"2001-10-16",289,2001,10,16,184,1803.366,71.3183319873778,7.778778624,0.175954738456756,0.240209460865041,0.919685242681335,0.655904174614396,1,0.398566983608744,1.36871295829892,0.196317276292869,2.05053455204565,4.58562580704689,0.268062639981508,0.200065940469503,0.15982871234417,41.1651,11.1396645566361,0.458562580704689,"Maize",0.357586705122497,0.062654865,0.053354009,0.063656576,0.106578802,0.132024863,0.071476138,"Ls7"
"272",7,"USA_Ne3","2001_12_19","2001-12-19","2001-12-19",-2.151,104.875,208.021,0.652661,"2001-12-19",353,2001,12,19,0,NA,65.2038051268549,4.349376,0.0609283237808943,0,0.521544248566763,0.340066695485792,1,-0.168646191185988,0.265000189172851,2.46286993996933,-Inf,0,0.176553956866264,0.0574335488025099,0.132513396814466,41.1651,9.20821892656959,0,"Maize",0.190453468843095,0.05901407,0.054993064,0.068359924,0.094055375,0.118055268,0.076467106,"Ls7"
"273",8,"USA_Ne3","2003_01_07","2003-01-07","2003-01-07",4.589,106.058,258.3,0.108504,"2003-01-07",7,2003,1,7,0,NA,78.7441607897545,4.398437376,0.0887669098351895,0,0.84759894428619,0.667434675540979,1,0.324111383926126,0.39043569397112,0.277904919236267,Inf,0,0.198700803369284,0.0963964887335896,0.150863129496574,41.1651,9.34278841927122,0,"Maize",0.281284515751148,0.058511908,0.055379138,0.071582355,0.103138826,0.12419721,0.07006208,"Ls7"
"274",9,"USA_Ne3","2003_05_31","2003-05-31","2003-05-31",17.482,311.771,318.996,2.00231,"2003-05-31",151,2003,5,31,46,194.684,69.5804432770721,12.929766912,0.0910337760429084,0,1.9977156730207,1.39001942070335,1,0.92594827767864,1.17704550535402,1.70113219148462,Inf,0,0.200504197329283,0.092213954180479,0.141795572638512,41.1651,14.9004392024939,0,"Maize",-0.183949637009811,0.124629072,0.1246253,0.150695915,0.217042856,0.35947043,0.2612831,"Ls7"
"275",10,"USA_Ne3","2005_03_01","2005-03-01","2005-03-01",-4.093,206.625,201.1,0.12095,"2005-03-01",60,2005,3,1,0,NA,53.8211805561844,8.569152,0.0543541843496263,0,0.451089150282897,0.242781506043116,1,-0.329551407854915,0.465769267527969,0.259677931611787,-Inf,0,0.171323933452368,0.041547732539475,0.116734671965241,41.1651,11.2219421719554,0,"Maize",-0.222440189115216,0.0820618834533691,0.07693358525,0.0944959937306366,0.127859982158073,0.217309318897133,0.143975822445572,"Ls7"
"276",11,"USA_Ne3","2005_05_20","2005-05-20","2005-05-20",21.896,334.271,340.225,2.75756,"2005-05-20",140,2005,5,20,35,141.493,62.3085521495094,13.862886912,0.0646052917712927,0.985686045701172,2.62721772943891,1.6369813290286,1,0.996733820021197,0.895615853742195,3.07895398286883,3.13390188275346,32.3551185774803,0.179479150176048,0.0636791229248047,0.137251792699099,41.1651,14.6142591976623,3.23551185774803,"Maize",-0.173276178949533,0.132963925426842,0.139140006118553,0.177423646733154,0.245322915559082,0.390695779186432,0.262570159483398,"Ls7"
"277",12,"USA_Ne3","2005_07_23","2005-07-23","2005-07-23",30.706,327.504,399.408,22.8786,"2005-07-23",204,2005,7,23,99,1008.455,38.3397496820679,13.582245888,0.847603182108402,0.694506660384123,4.41794122768116,1.69382760779384,1,0.78096795691916,11.5123548348476,1.98730844629173,3.6640015453651,123.405187988281,0.802389166355133,4.40907674312592,0.585912778377533,41.1651,14.6762851531611,12.3405187988281,"Maize",1.4107972283827,0.075384620916954,0.0594190849349518,0.038049162697876,0.346533659701263,0.122890591005196,0.040357403044487,"Ls7"
"278",13,"USA_Ne3","2005_08_08","2005-08-08","2005-08-08",26.607,260.463,388.292,19.7356,"2005-08-08",220,2005,8,8,115,1232.375,57.6968761454884,10.801921536,0.773483188232183,0.997998583152534,3.48395765800542,2.01013473490065,1,0.959976843818069,8.35510470869916,2.36210085786857,2.46551560314466,303.945598144531,0.743423379659653,2.89257394909859,0.526806531250477,41.1651,14.145947226921,30.3945598144531,"Maize",0.940658356167952,0.0842186033647461,0.0664739260063171,0.0451902728512955,0.303825123305237,0.122633052961578,0.0408211381934166,"Ls7"
"279",14,"USA_Ne3","2005_09_09","2005-09-09","2005-09-09",25.794,243.792,367.887,9.43174,"2005-09-09",252,2005,9,9,147,1646.903,58.099574446866,10.110541824,0.583070543804765,1,3.32072269875713,1.92932575653838,1,0.976637339322308,5.8951591194805,1.59991270953703,1.6381850714895,209.077389068604,0.59194156229496,1.40822656393051,0.378348960876465,41.1651,12.8089876480205,20.9077389068604,"Maize",0.313888079677969,0.079651784,0.066331932,0.052133902,0.199259632,0.12645814,0.050316208,"Ls7"
"280",15,"USA_Ne3","2005_10_27","2005-10-27","2005-10-27",7.042,160.629,264.979,0.215428,"2005-10-27",300,2005,10,27,195,1921.348,69.2302271472097,6.661605888,0.0783600147522986,0,1.00475143921688,0.695591703634702,1,0.476009844834865,0.522003535657679,0.412694522707743,Inf,0,0.19042165055871,0.0864567202702165,0.1513595674932,41.1651,10.6631449524134,0,"Maize",0.269984402943237,0.083112365,0.084909611,0.10886953,0.15427719,0.204443747,0.123915837,"Ls7"
"281",16,"USA_Ne3","2007_03_23","2007-03-23","2007-03-23",13.599,233.833,317.238,0.00415912,"2007-03-23",82,2007,3,23,0,NA,85.9387346709394,9.697522176,0.0157495275978744,0.524219034883551,1.55747694379486,1.33847597828893,1,0.799590390453542,0.152731393141911,0.0272315986546102,0.0649669958730141,2.56169963434339,0.140612193793058,0.00217440890264697,0.0673980883136392,41.1651,12.2301337075637,0.256169963434339,"Maize",-0.362985150919402,0.07881457875,0.0619656814508285,0.0648185186504898,0.0815516132974167,0.143576468885628,0.0962533902692337,"Ls7"
"282",17,"USA_Ne3","2007_04_08","2007-04-08","2007-04-08",-1.761,298.433,202.892,0.000229648,"2007-04-08",98,2007,4,8,0,NA,35.4523890428198,12.376613376,0.0971221652530133,0.207565321825915,0.536813618997016,0.190313252641662,1,-0.137310659340958,1.20204348957653,0.000191047996175998,-0.00670321944432604,-2.05052148103714,0.205347784608603,0.0896249837428331,0.128069086819887,41.1651,12.9599023044137,-0.205052148103714,"Maize",-0.198091622710648,0.094964613,0.085738656,0.101513429,0.14734327,0.28237108,0.246084732,"Ls7"
"283",18,"USA_Ne3","2007_05_10","2007-05-10","2007-05-10",21.162,315.921,338.092,0.628995,"2007-05-10",130,2007,5,10,25,168.931,65.1904372134419,13.101875712,0.0536986096359789,0.413236503945912,2.51186086423626,1.63749307958896,1,0.991106659192082,0.703552509357801,0.894027086299703,2.18288875667935,9.86149199604988,0.170802394300699,0.0426080320391338,0.119474518746138,41.1651,14.2834248073485,0.986149199604988,"Maize",-0.235953333561575,0.125443978031158,0.122770172943085,0.147387110638,0.199139679449604,0.3415745341185,0.282986281336746,"Ls7"
"284",19,"USA_Ne3","2007_06_27","2007-06-27","2007-06-27",23.99,240.612,381.767,16.9799,"2007-06-27",178,2007,6,27,73,701.773,65.4433234641367,9.978660864,0.749027759285569,1,2.98212693583347,1.95160297672865,1,0.997223575007055,7.47429398763252,2.27177309697693,2.27809806538204,312.384723815918,0.723967986702919,2.75294302940369,0.538983760476112,41.1651,15.133445883515,31.2384723815918,"Maize",0.871486064003634,0.0949587090631561,0.0813787540110092,0.058079562,0.350759284599167,0.166872075334137,0.0675966454602814,"Ls7"
"285",20,"USA_Ne3","2007_07_13","2007-07-13","2007-07-13",21.653,344.271,350.771,23.7955,"2007-07-13",194,2007,7,13,89,923.843,53.6161691074304,14.277606912,0.868313531279564,0.911935165190616,2.58852535907368,1.38786813390967,1,0.995166727624038,12.3974392759802,1.91938830836649,2.11496426956167,348.187022399902,0.818865180015564,4.59298848152161,0.596540350317955,41.1651,14.9227654085435,34.8187022399902,"Maize",1.49691891856888,0.072897839,0.057840852,0.035291614,0.351186599,0.116469781,0.038722728,"Ls7"
"286",21,"USA_Ne3","2007_08_14","2007-08-14","2007-08-14",27.83,285.137,396.158,22.8699,"2007-08-14",226,2007,8,14,121,1428.952,47.9821431996356,11.825201664,0.789877287837863,0.731803810059024,3.7426759562337,1.79581613681839,1,0.924894305994755,9.3404582184961,2.4484773086092,3.61750642795895,167.535889511108,0.756465622782707,3.03924916744232,0.521811480522156,41.1651,13.9157728702431,16.7535889511108,"Maize",0.975303233176985,0.07678892,0.06039525,0.039945104,0.28439345,0.110057732,0.036972039,"Ls7"
"287",22,"USA_Ne3","2007_08_30","2007-08-30","2007-08-30",20.54,273.892,332.246,10.2182,"2007-08-30",242,2007,8,30,137,1651.3,67.6039457722516,11.358849024,0.725990183659196,1,2.41759605325075,1.63439032483173,1,0.984298253871785,8.24641288909084,1.2391084629679,1.25887499860312,279.559447631836,0.705640559792519,2.27476508975029,0.451332712471485,41.1651,13.2496581130727,27.9559447631836,"Maize",0.646324807044103,0.07216275,0.057835048,0.03955237,0.224948195,0.101493352,0.03759644,"Ls7"
"288",23,"USA_Ne3","2007_10_01","2007-10-01","2007-10-01",18.091,213.217,311.337,0.105849,"2007-10-01",274,2007,10,1,169,1947.776,61.2966804377716,8.842535424,0.257206004348397,0.151725060132736,2.07582847743172,1.27241394824758,1,0.940677660801664,2.2743532047162,0.0465402646257876,0.326084908339616,12.6025282716751,0.332701674103737,0.330264933854342,0.180015470087528,41.1651,11.8138324030935,1.26025282716751,"Maize",-0.0797398864444886,0.063866756,0.052867506,0.056705192,0.107978085,0.128219376,0.0678361,"Ls7"
"289",24,"USA_Ne3","2009_02_24","2009-02-24","2009-02-24",6.145,186.912,267.183,0.00172318,"2009-02-24",55,2009,2,24,0,NA,65.9570201733153,7.751614464,0.0402008869123459,0,0.944538235770222,0.622989274711642,1,0.422277014203391,0.311621776455369,0.00552971624640872,Inf,0,0.1600643491745,0.0213864488515537,0.10326406404376,41.1651,10.9983209375233,0,"Maize",-0.270701936131983,0.07809316,0.070948479,0.08306265,0.109660365,0.168205597,0.122048682,"Ls7"
"290",25,"USA_Ne3","2009_03_12","2009-03-12","2009-03-12",-5.357,194.813,233.725,0.00625704,"2009-03-12",71,2009,3,12,0,NA,47.5922262161648,8.079284736,-0.0187262061026693,NA,0.409893898495477,0.195077631418224,1,-0.43854427186355,-0.151294351128486,-0.041356732444599,NA,NA,0.113185198009014,0.00100000004749745,0.0916730631887913,41.1651,11.7234390326629,NA,"Maize",-0.0304763982874595,0.150449364,0.141749664,0.157298968,0.190266042,0.22835845816011,0.179116401625908,"Ls7"
"291",26,"USA_Ne3","2009_07_02","2009-07-02","2009-07-02",24.271,291.308,372.654,24.13,"2009-07-02",183,2009,7,2,78,652.775,65.9016005817431,12.081125376,0.797701284219026,1,3.03279963917014,1.99866350465045,1,0.995386700650777,9.63712922724627,2.50385767701228,2.51546225740737,424.294210510254,0.762689963579178,3.50878706932068,0.573206272125244,41.1651,15.0944747088964,42.4294210510254,"Maize",1.17360712584652,0.084597647,0.071728241,0.049440082,0.36593003,0.138363008,0.053118009,"Ls7"
"292",27,"USA_Ne3","2009_07_18","2009-07-18","2009-07-18",18.184,328.267,331.779,26.3578,"2009-07-18",199,2009,7,18,94,846.318,61.160413706658,13.613889024,0.449932262838781,2.69924533737435,2.08798933541938,1.27702291569339,1,0.942796576355416,6.12532789460436,4.3030839252243,1.6909059790504,438.158732299805,0.486024075448513,1.83029440909624,0.424006544798613,41.1651,14.8092240175682,43.8158732299805,"Maize",0.433438431129832,0.19616323,0.19596831,0.1851064,0.465283915,0.284306756,0.189444814,"Ls7"
"293",28,"USA_Ne3","2009_09_04","2009-09-04","2009-09-04",19.536,258.842,344.883,8.99702,"2009-09-04",247,2009,9,4,142,1371.187,86.2010975973855,10.734695424,0.750034398258328,1,2.27195650327244,1.95845144275602,1,0.969555041232537,8.05139082282627,1.11744917095476,1.15253814732809,294.737604675293,0.724768813252449,2.7068817448616,0.529521813392639,41.1651,13.0309281503854,29.4737604675293,"Maize",0.788664156520419,0.0801993162090454,0.0679177962459259,0.0463671559019737,0.283722314822311,0.113014038130493,0.0396670976723099,"Ls7"
"294",29,"USA_Ne3","2009_09_20","2009-09-20","2009-09-20",19.804,222.871,339.854,1.1412,"2009-09-20",263,2009,9,20,158,1530.218,67.2655976490746,9.242906112,0.636256272393167,0.990830974152129,2.31006105708355,1.55387637610578,1,0.973931485972043,5.88085698890114,0.194053350073598,0.201091245445239,233.830905761719,0.634253199994564,1.78018077671528,0.43678100258112,41.1651,12.3133994365028,23.3830905761719,"Maize",0.494355127405015,0.068768352,0.0624487709479904,0.0505206167323456,0.216580532593758,0.12059025725,0.049391355591053,"Ls7"
"295",30,"USA_Ne3","2009_11_07","2009-11-07","2009-11-07",12.356,141.758,282.162,0.0433349,"2009-11-07",311,2009,11,7,0,NA,66.7145814188499,5.878987776,0.0355582446824014,0.0298273159629944,1.43582971524691,0.957907784414442,1,0.748223001619723,0.209046485823855,0.207297911893695,9.28858795227433,0.172679777392204,0.156370918601751,0.0138236178737134,0.0873744259774685,41.1651,10.2174415173975,0.0172679777392204,"Maize",-0.310474478885188,0.057643036,0.047963864,0.05325936,0.069394592,0.094288371,0.053435444,"Ls7"
"296",1,"USA_Ne3","2002_01_20","2002-01-20","2002-01-20",-0.99,110.467,228.071,0.046279,"2002-01-20",20,2002,1,20,0,NA,74.2078176110193,4.581287424,0.0129933343431353,0,0.568168724297378,0.421625610649453,1,-0.0763444089446339,0.0595261992220332,0.777455987528769,-Inf,0,0.138419518172741,0.00348628139123321,0.0857405012100935,41.1797,9.64891374736505,0,"Soy",0.0142064827225988,0.06043624,0.050798633,0.05649546,0.071794856,0.10825378,0.073710632,"Ls7"
"297",2,"USA_Ne3","2002_02_05","2002-02-05","2002-02-05",-8.609,144.988,229.467,0.0413769,"2002-02-05",36,2002,2,5,0,NA,88.9691899160351,6.012942336,-0.0976045163562149,NA,0.318826131869437,0.283657026764868,1,-0.733845795269967,-0.586890328583089,-0.0705019285287849,NA,NA,0.0504339567571878,0.00100000004749745,0.0565182648971677,41.1797,10.1998732776137,NA,"Soy",-0.241903506377845,0.287422,0.314410428,0.3062415,0.32689243,0.038860022,0.02619876,"Ls7"
"298",3,"USA_Ne3","2002_02_21","2002-02-21","2002-02-21",1.991,183.988,224.733,0,"2002-02-21",52,2002,2,21,0,NA,78.3470891331819,7.630350336,0.0286084364534914,0.0224531739109211,0.705187066146004,0.55249353926908,1,0.146764922668944,0.218292392705333,0,0,0.0127612554943335,0.150842033773661,0.00815122139407322,0.0887249662727118,41.1797,10.8655011269265,0.00127612554943335,"Soy",0.0552488366264572,0.070187585,0.060603641,0.068950424,0.089748388,0.15239399,0.112023046,"Ls7"
"299",4,"USA_Ne3","2002_06_29","2002-06-29","2002-06-29",29.798,323.892,397.621,4.96939,"2002-06-29",180,2002,6,29,45,546.932,67.2439991237685,13.432449024,0.319209645984173,1,4.19415072467356,2.82031467654902,1,0.837649414835001,4.28776729765149,1.15896914525232,1.38359691384804,80.8049097824097,0.382028357982636,0.514238324165344,0.258796775192022,41.1797,15.1225741484044,8.08049097824097,"Soy",0.0304738013206906,0.108688512,0.103524275,0.10775062,0.232967844,0.303925044,0.199798738,"Ls7"
"300",5,"USA_Ne3","2002_07_15","2002-07-15","2002-07-15",24.895,329.121,363.15,12.6543,"2002-07-15",196,2002,7,15,61,795.606,68.028743841424,13.649306112,0.532803370254338,0.670319698708909,3.14801924231071,2.14155794643029,1,0.989553125065975,7.27239629810673,1.74004543774579,2.62324885681331,106.692320709229,0.551951766312122,1.23875578403473,0.375999961197376,41.1797,14.8813185855113,10.6692320709229,"Soy",0.316971138215783,0.096897915,0.08770163,0.07787349,0.25884725,0.238384269,0.141929024,"Ls7"
"301",6,"USA_Ne3","2002_07_31","2002-07-31","2002-07-31",28.645,306.883,390.521,10.4534,"2002-07-31",212,2002,7,31,77,1062.848,63.942609106985,12.727051776,0.704277550791502,0.737165880457323,3.9242300000456,2.5092550493882,1,0.893895429893311,8.96337685359791,1.1662345755109,1.76983985253467,108.200446929932,0.688367184400558,2.23522747516632,0.475133488178253,41.1797,14.4299444127685,10.8200446929932,"Soy",0.707230804528314,0.082554884,0.070800156,0.05367354,0.28058318,0.180806463,0.08835054,"Ls7"
"302",7,"USA_Ne3","2002_11_20","2002-11-20","2002-11-20",7.49,119.617,268.867,0.0625348,"2002-11-20",324,2002,11,20,0,NA,73.202861207879,4.960756224,0.0305619789160043,0,1.03607112868126,0.75843371034345,1,0.502043635349168,0.151610527125325,0.412470038761274,Inf,0,0.152396164610982,0.0138137018308043,0.0987287443876266,41.1797,9.75703152102686,0,"Soy",0.0672998401845227,0.06126387,0.052370931,0.060150716,0.078787162,0.141643468,0.09807945,"Ls7"
"303",8,"USA_Ne3","2004_03_14","2004-03-14","2004-03-14",5.313,219.492,252.933,0.0918621,"2004-03-14",74,2004,3,14,0,NA,69.0662843467375,9.102772224,0.0285346054182946,0.0454932228455174,0.891554508999958,0.61576357229207,1,0.370558143908166,0.259744013624452,0.353663973687639,20.979143593196,0.0885941439669114,0.150783297866583,0.0109965763031505,0.0992074776440859,41.1797,11.8613582180612,0.00885941439669114,"Soy",0.0968925156252976,0.091013392,0.085919317,0.101586864,0.132483088,0.229446005,0.16749718,"Ls7"
"304",9,"USA_Ne3","2004_07_04","2004-07-04","2004-07-04",24.392,338.875,374.7,3.88795,"2004-07-04",186,2004,7,4,51,500.59,85.3618218330897,14.053824,0.228588801782429,0.636200542377285,3.05484987062599,2.60767550383213,1,0.994446964992904,3.21254678862115,1.21023918274782,1.91291445039601,54.3787323379517,0.309935403168201,0.306947464644909,0.204224951565266,41.1797,15.0606349348976,5.43787323379517,"Soy",-0.0717060109464225,0.107067236,0.104319042642418,0.114609652799667,0.209736875,0.308114826493103,0.198685953133682,"Ls7"
"305",10,"USA_Ne3","2004_08_05","2004-08-05","2004-08-05",20.661,278.525,355.904,14.8363,"2004-08-05",218,2004,8,5,83,902.008,74.0065203092227,11.5509888,0.64624981857121,0.99601888098621,2.43568756113087,1.80256760959753,1,0.985765384353215,7.46482441631808,1.98749483880263,2.02425338756612,184.298740615845,0.642203515172005,1.66703527450562,0.323982414603233,41.1797,14.2205944387624,18.4298740615845,"Soy",0.304526557475983,0.08002085625,0.0550437972323113,0.0341406100167541,0.169461338517883,0.05318121,0.0190672359889126,"Ls7"
"306",11,"USA_Ne3","2004_08_21","2004-08-21","2004-08-21",18.786,287.983,327.7,13.9747,"2004-08-21",234,2004,8,21,99,1034.058,70.6034719448479,11.943230976,0.85314063449502,1,2.16822718562652,1.53084367270438,1,0.955657872153941,10.1892556527852,1.37151333485092,1.43515098322759,246.345886383057,0.806794458627701,4.57213502407074,0.613640415072441,41.1797,13.5912733845706,24.6345886383057,"Soy",1.44383829067186,0.073098548,0.057408534,0.036878338,0.340656993,0.133672558,0.047373118,"Ls7"
